photo_id,date_posted,caption,comments,likes,photo_src,is_video
BZQA9afBXNt,2017-09-19 21:57:20,Thanks to all the Trainers who attended our #PokemonGO Safari Zone events in Europe! We're looking forward to meeting more Trainers worldwide. #Pokemon,9716,204,https://scontent-sjc3-1.cdninstagram.com/vp/7bd79afe96c073a91ef818c46f99cfb2/5B5FECE2/t51.2885-15/e35/21819690_146029139337572_3216963296779304960_n.jpg,False
BY6qsmbBSEc,2017-09-11 14:58:45,Tap to hear Raikou's legendary battle roar! #PokemonGO #Pokemon,7501,195,https://scontent-sjc3-1.cdninstagram.com/vp/7101adff42a5b0902e3e9ddfcfe44f14/5AC51E3D/t51.2885-15/e15/21688695_124414361544718_2205963918407368704_n.jpg,True
BYdZLUHhDLj,2017-08-31 06:07:41,"Legendary Pokémon Raikou, Entei, and Suicune will soon start appearing in different parts of the world for a limited time! Visit the link in our bio for more details. #Pokemon #PokemonGO",22328,768,https://scontent-sjc3-1.cdninstagram.com/vp/960269968fd8b5addc135b354e2c5ee6/5B5012C7/t51.2885-15/e35/21224989_153077131940505_6406245696839614464_n.jpg,False
BX3gp8mhIWf,2017-08-16 13:01:53,Shiny Pikachu has been spotted in the wild!,14517,386,https://scontent-sjc3-1.cdninstagram.com/vp/c472a248f2cfd191cfd8a5c4c3876709/5B3AF3FF/t51.2885-15/e35/20905002_331826753939232_5620477036284870656_n.jpg,False
BX0SdiABMmR,2017-08-15 07:00:08,Over 2 million Trainers joined us in Yokohama for Pokémon GO events at Pikachu Outbreak!,13248,242,https://scontent-sjc3-1.cdninstagram.com/vp/fe2d31e85e73d2c3ec7cd6966068fa77/5B5C1B4A/t51.2885-15/e35/20766912_779432705570518_5610447097942769664_n.jpg,False
BXxnIruBKhr,2017-08-14 06:03:04,"Soon, you’ll be able to battle the Legendary Pokémon Mewtwo in the all-new Exclusive Raid Battle feature! Visit PokemonGoLive.com for all the fun details.",18270,608,https://scontent-sjc3-1.cdninstagram.com/vp/6334ec932ea350bad6875fde3a7d2864/5B549682/t51.2885-15/e35/20766270_430199920708424_1766410600193196032_n.jpg,False
BXi0iJNBvbv,2017-08-08 12:11:32,"Pokémon GO Park events are coming to Yokohama, Japan, during Pikachu Outbreak from Aug. 9–15! Visit PokemonGoLive.com for more details. #PokemonGO",10219,277,https://scontent-sjc3-1.cdninstagram.com/vp/381f39ee1cd6e3d7c7e7f4ebe86f3ca6/5B72555D/t51.2885-15/e35/20634758_110499419626666_3667143910272008192_n.jpg,False
BXgeSd0h2SI,2017-08-07 14:18:40,The Legendary Pokémon Zapdos has been spotted in Pokémon GO! Gather your friends and find a Legendary Raid Battle near you!,15984,384,https://scontent-sjc3-1.cdninstagram.com/vp/246672fea7e19ef3ebdd9ece50aabffe/5B70E2F4/t51.2885-15/e35/20635351_488301858195525_3766654733402505216_n.jpg,False
BXOq_BpBSJh,2017-07-31 16:23:17,The Legendary Pokémon Moltres has been spotted in Pokémon GO! Gather your friends and find a Legendary Raid Battle near you!,16528,509,https://scontent-sjc3-1.cdninstagram.com/vp/5987575f46104bf4a392c0868c1467c7/5B55E4F2/t51.2885-15/e35/18722412_1944917789097564_6841988657507729408_n.jpg,False
BW5j-_SBC-u,2017-07-23 11:38:04,Legendary Pokémon are here in the real world! Get out and go catch your own Legendary #Pokemon and experience awesome new Raid Battles in #PokemonGO!,11280,541,https://scontent-sjc3-1.cdninstagram.com/vp/d018fd02665e5d0d8b15a64856c482b8/5AC568F3/t51.2885-15/s1080x1080/e15/fr/20225497_100630857290405_5063653364085030912_n.jpg,True
BW3pjSOhGuE,2017-07-22 17:48:14,Legendary Pokémon Articuno and Lugia are here! #AdventureTogether http://pokemongolive.com/en/post/legendaryrewards,14538,469,https://scontent-sjc3-1.cdninstagram.com/vp/ba4328c4b0a27f2f788996180c6581e7/5B69AA6E/t51.2885-15/e35/20214727_1925340641087287_2538200778581999616_n.jpg,False
BW01P7XhqcG,2017-07-21 15:32:43,"Stock up on Poké Balls, Trainers! Pokémon GO Fest kicks off tomorrow at 10:00 A.M. CDT! Watch the action unfold on Twitch or YouTube to see which in-game rewards are unlocked throughout the day.

Twitch: www.twitch.tv/PokemonGO
YouTube: www.youtube.com/PokemonGO/live",10193,258,https://scontent-sjc3-1.cdninstagram.com/vp/637f2252ad579692768a5fad52cd4690/5B6EBFCE/t51.2885-15/e35/20180549_2046009552091187_2229719764773634048_n.jpg,False
BWxQanshY8g,2017-07-20 06:13:09,"Adventure together. The first Legendary Pokémon will soon appear in the real world!

Visit YouTube to watch the Legendary Pokémon reveal video and PokemonGoLive.com to learn more.",14090,439,https://scontent-sjc3-1.cdninstagram.com/vp/e9b7c9f300844986908c228e45d852fb/5B65CEF1/t51.2885-15/e35/20067241_245571939289268_9195188792170905600_n.jpg,False
BWlKrdRBgO2,2017-07-15 13:32:08,"Until July 24, Pichu wearing Ash's famous hat can be hatched from Eggs. Get cracking, Trainers!",10651,285,https://scontent-sjc3-1.cdninstagram.com/vp/2a267ae045f50336c1b206245162fc51/5AC501E2/t51.2885-15/e15/19985048_116350825656569_4628990703655976960_n.jpg,True
BWcpAPMBaWk,2017-07-12 06:03:57,The Pokémon GO one-year celebration continues with a number of upcoming events around the world. Visit PokemonGoLive.com for all the details!,10854,330,https://scontent-sjc3-1.cdninstagram.com/vp/1e41f68ccc536060f578391b9711de75/5B573188/t51.2885-15/e35/19984283_130109580917987_5707652563017400320_n.jpg,False
BWNZuHFhFAl,2017-07-06 08:01:48,Celebrate Pokémon GO’s first year by catching Pikachu wearing Ash’s famous hat from the Pokémon animated series!  Visit PokemonGoLive.com for more details.,12118,482,https://scontent-sjc3-1.cdninstagram.com/vp/c2b7bcc31e2327cc259d40fc668cbb3c/5B50603F/t51.2885-15/e35/19931879_1872183159700021_507829932282347520_n.jpg,False
BWMKM0-BDgi,2017-07-05 20:26:56,"Thanks for joining us for an amazing first year of Pokémon GO, Trainers! Share your favorite Pokémon GO story in the comments below.",13491,626,https://scontent-sjc3-1.cdninstagram.com/vp/16c6195c34e9e2e366dbc098a6a256a5/5B510D54/t51.2885-15/e35/19765086_281362335660683_1683192688255434752_n.jpg,False
BVqaT0lh_ji,2017-06-22 17:53:31,Trainers level 35 and above: You can now participate in Raid Battles at select Gyms around the world.,11026,1104,https://scontent-sjc3-1.cdninstagram.com/vp/cd678196814c08dddfce145f68c641a3/5B5BD706/t51.2885-15/e35/19367435_115539645721486_3248193790694916096_n.jpg,False
BVp2uf8hvxO,2017-06-22 12:42:35,Gyms are now available! Visit your nearest Gym and collect your first Gym Badge.,9122,221,https://scontent-sjc3-1.cdninstagram.com/vp/0cac354bfc16c67ea357b18cf19d89e4/5B6A36D4/t51.2885-15/e35/19367577_140381693202156_1701563027884605440_n.jpg,False
BVnydmrBL7g,2017-06-21 17:26:51,The newest loading screen is now available to download in high resolution! http://pokemongolive.com/en/post/loadingscreens,8895,115,https://scontent-sjc3-1.cdninstagram.com/vp/7b5761dd2b5bdc7628ca1bc8e40e18aa/5B574FA5/t51.2885-15/e35/19228889_329111900851746_5670743100134260736_n.jpg,False
BVhausuhn0-,2017-06-19 06:04:02,The biggest update to #PokemonGO is almost here. Visit our official website to learn more about the new Gym and Raid Battle features coming your way soon!,10530,341,https://scontent-sjc3-1.cdninstagram.com/vp/a9f786a2777ccac26b315b548f045eb1/5B536962/t51.2885-15/e35/19379220_277374312727023_2216653851488944128_n.jpg,False
BVPoBPZhBCM,2017-06-12 08:13:49,Celebrate the upcoming solstices with a limited-time Fire-type and Ice-type #PokemonGO event! Visit our site for all the fun details.,9333,224,https://scontent-sjc3-1.cdninstagram.com/vp/2ccd93664794bb183ddaad51f2016f86/5B59C74D/t51.2885-15/e35/19120528_328114780955510_6002697828202184704_n.jpg,False
BVEyPOyhWdr,2017-06-08 03:11:28,Pokémon GO’s one-year anniversary is right around the corner. Get ready to celebrate! Visit PokemonGoLive.com for more information.,8903,217,https://scontent-sjc3-1.cdninstagram.com/vp/d03af9c31c4fc945e3d70031822b4924/5B6A0709/t51.2885-15/e35/18889089_1699922646975690_7462274057803661312_n.jpg,False
BU2W-iYB3yV,2017-06-02 12:43:54,"Download the #PokemonGO loading screens in high resolution, and get an inside look into how they're created on PokemonGoLive.com",5846,91,https://scontent-sjc3-1.cdninstagram.com/vp/1287762aeb6a75bf5b3ef5b669d4eb38/5B682FB3/t51.2885-15/e35/18879119_279469885857470_9200036981319401472_n.jpg,False
BUXR4OVBbkM,2017-05-21 11:02:53,"During #AdventureWeek, your Buddy Pokémon earns Candy four times as fast! Which buddy are you walking with? #PokemonGO",7846,577,https://scontent-sjc3-1.cdninstagram.com/vp/bd4ef0b1e811ce3c0d2b1e98415f9a7a/5AC5143D/t51.2885-15/s1080x1080/e15/fr/18580321_1415680641808326_2043511307331698688_n.jpg,True
BUUfKjAhkMH,2017-05-20 09:01:16,Which Rock-type Pokémon are you looking to add to your Pokédex this weekend? #PokemonGO,10031,508,https://scontent-sjc3-1.cdninstagram.com/vp/c650924ac867fca4c55c903477d26bc9/5B6F5D56/t51.2885-15/e35/18513922_400849346982379_2270537411672932352_n.jpg,False
BUSs5P_hEpk,2017-05-19 16:22:45,"It's #AdventureWeek! Grab a friend, take a hike, and share your best photos as you explore new sights. #PokemonGO",9135,104,https://scontent-sjc3-1.cdninstagram.com/vp/0d6ba2cc70fc462b9d45bcd904787d23/5B6C83E3/t51.2885-15/e35/18512673_1340047709424117_3433912123648901120_n.jpg,False
BUR6NZ7hX0W,2017-05-19 08:59:52,Put on your Expedition Hat and show us your best #AdventureWeek outfit! #PokemonGO,5546,115,https://scontent-sjc3-1.cdninstagram.com/vp/d5a2d77ef0ddf4244522e228b8a0a872/5AC56B42/t51.2885-15/e15/18512435_1874569582807362_6138738417632018432_n.jpg,True
BUNDMz2hwTr,2017-05-17 11:42:13,"#AdventureWeek is coming! Starting May 18, encounter more Rock-type Pokémon, get more items from PokéStops, and more! Visit our site for all the fun details. #PokemonGO",13055,415,https://scontent-sjc3-1.cdninstagram.com/vp/ee4d00d8134fc966a707978a0798763c/5B570F83/t51.2885-15/e35/18513410_287320025046235_3486250882880765952_n.jpg,False
